"FORMULARIO","PersNro","PersID","ViajeID","LugarEntrevista","TipoEntrevista","InfNum","Sexo","Edad","edad_recodif","CapDif","CapDifMot","CapDifMen","CapDifVis","CapDifAud","CapDifHabla","CapDifOtras","RelacionJefeHogar","PSH","NivelEstudio","PersonaCursando","NivelEstudioCursando","DescripciónEstCurs","AmbitoEstudio","LicenciaConducir","OcupacionPrincipal","Desc_ocuprinc","OtraActividad","Cual_act","Rel_trab","CategoríaLaboral","AmbitoTrabajo","Desc_ambtrab","IngresoPersona","Cantidad_Dinero","RangoIngresos","promedio_ingreso","IngresoTotal","realizo_viajes","CantidadViajes","Enfermedad","Vacaciones","No_Trabajó","No_dinero_viajar","Trabajó_casa","Fuera_área","No_hay_transporte","No_transporte_discapacitados","Calles_intransitables","Paro_huelga","Sin_clases","Mal_tiempo","No_necesidad_viajar","Otro_motivo","Desc_otromotiv","Cons_sis","Cons_restolíneas","Usuario_frecuente","Razón_no_viaja","Seguridad","Limpieza","Espacio","Trato_conductor","Forma_conducción","Frecuencia","Información_frecuencias","Tiempo_espera","Accesibilidad_Distancia","Seguridad_Paradas","Bienestar","FEX"
294,3,29403,2940302,"Hogar","Persona no encuestada",1,"Mujer",6,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Privado","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",52.5230442809888
295,1,29501,2950102,"Hogar","Personal",1,"Varón",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Universitario","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",700,"97",97,700,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Muy bueno","Regulares","Sí","               ",8,7,5,5,4,8,98,7,8,7,"Pobre",119.587912087912
296,1,29601,2960102,"Hogar","Personal",1,"Mujer",26,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Primario / EGB","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",98,"Menor o igual a $870",435,435,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",5,6,5,5,5,9,9,5,10,7,"No Pobre",119.587912087912
296,2,29602,2960202,"Hogar","Personal",2,"Mujer",23,"19-30","No","97","97","97","97","97","97","Amigo que comparte vivienda","No","Secundario / Polimodal","Si","Universitario","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",98,"Menor o igual a $870",435,435,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Muy buenas","Sí","               ",7,5,3,3,3,8,7,6,9,5,"No Pobre",119.587912087912
298,1,29801,2980102,"Hogar","Personal",1,"Mujer",21,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","Si","Universitario","            ","Privado","No","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","Si",800,"97",97,800,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","98","Buenas","Sí","               ",6,6,3,5,5,9,6,5,9,2,"Pobre",119.587912087912
303,1,30301,3030102,"Hogar","Personal",1,"Varón",36,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Trabaja por su cuenta","Trabajador no especializado","Hogar / Familia","            ","Si",1900,"97",97,1900,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",8,9,7,8,8,7,6,9,9,8,"No Pobre",24.9075710811822
303,2,30302,3030203,"Hogar","Personal",2,"Mujer",20,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",140,"97",97,140,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Buenas","Sí","               ",5,3,5,8,5,8,7,8,8,8,"No Pobre",24.9075710811822
303,3,30303,3030300,"Hogar","Persona no encuestada",1,"Varón",0,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
304,1,30401,3040102,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",2000,"97",97,2000,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Malo","Regulares","No","viaja en moto  ",5,7,5,7,4,2,5,6,1,5,"No Pobre",24.9075710811822
304,2,30402,3040200,"Hogar","Personal",2,"Mujer",25,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Secundario / Polimodal","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","Sí","               ",4,7,5,6,3,2,4,7,7,5,"No Pobre",24.9075710811822
306,1,30601,3060102,"Hogar","Personal",1,"Varón",37,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Superior no universitario","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",2500,"97",97,2500,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","No","viaja en moto  ",7,8,6,7,7,7,6,7,5,8,"No Pobre",24.9075710811822
308,1,30801,3080102,"Hogar","Personal",1,"Mujer",24,"19-30","No","97","97","97","97","97","97","Cónyugue","No","Primario / EGB","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",9,7,1,7,9,4,7,1,7,7,"No Pobre",24.9075710811822
308,2,30802,3080202,"Hogar","Persona no encuestada",1,"Varón",4,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Primario / EGB","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
308,3,30803,3080300,"Hogar","Persona no encuestada",1,"Mujer",2,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
308,4,30804,3080400,"Hogar","Personal",1,"Varón",24,"19-30","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",1800,"97",97,1800,"No",97,"No","No","No","No","No","Sí","No","No","No","No","No","No","No","No","            ","98","98","No","               ",98,98,98,98,98,98,98,98,98,98,"No Pobre",24.9075710811822
309,1,30901,3090104,"Hogar","Personal",1,"Varón",50,"31-50","No","97","97","97","97","97","97","Jefe del hogar","Si","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Estatal","            ","Si",1200,"97",97,1200,"Si",4,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","98","Sí","               ",7,5,1,8,8,7,7,3,7,2,"No Pobre",24.9075710811822
309,2,30902,3090200,"Hogar","Personal",2,"Mujer",37,"31-50","No","97","97","97","97","97","97","Cónyugue","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","98","Sí","               ",6,6,4,5,6,8,8,4,4,5,"No Pobre",24.9075710811822
309,3,30903,3090301,"Hogar","Personal",3,"Varón",17,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",300,"97",97,300,"Si",1,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Regular","Regulares","Sí","               ",7,6,5,6,6,8,7,3,6,5,"No Pobre",24.9075710811822
309,4,30904,3090400,"Hogar","Personal",2,"Mujer",13,"13-18","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No trabajó ni buscó trabajo","no hace nada","No corresponde responder","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
309,5,30905,3090500,"Hogar","Persona no encuestada",2,"Mujer",5,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
309,6,30906,3090600,"Hogar","Persona no encuestada",2,"Mujer",1,"0-3","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","No","97","            ","97","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Menor de 4",97,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
309,7,30907,3090702,"Hogar","Persona no encuestada",2,"Varón",10,"4-12","No","97","97","97","97","97","97","Hijo / hijastro","No","Sin estudios","Si","Primario / EGB","            ","Estatal","97","Estudiante","            ","No","          ","No corresponde responder","97","97","            ","No",97,"97",98,98,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
310,1,31001,3100102,"Hogar","Personal",1,"Mujer",64,"51-65","No","97","97","97","97","97","97","Jefe del hogar","No","Sin estudios","No","97","            ","97","No","Ama de casa","            ","No","          ","No corresponde responder","97","97","            ","Si",552,"97",97,552,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","98","Sí","               ",7,7,9,8,7,9,9,8,2,3,"No Pobre",24.9075710811822
310,2,31002,3100207,"Hogar","Personal",2,"Mujer",35,"31-50","No","97","97","97","97","97","97","Hijo / hijastro","Si","Sin estudios","No","97","            ","97","No","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",780,"97",97,780,"Si",7,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",8,9,7,9,9,9,8,5,7,4,"No Pobre",24.9075710811822
310,3,31003,3100303,"Hogar","Persona no encuestada",2,"Varón",5,"4-12","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
310,4,31004,3100403,"Hogar","Persona no encuestada",2,"Mujer",4,"4-12","No","97","97","97","97","97","97","Otro pariente","No","Sin estudios","Si","Jardín de infantes / maternal","            ","Estatal","97","No corresponde responder","            ","No corresponde responder","          ","No corresponde responder","97","97","            ","97",97,"97",97,97,"Si",3,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","97","97","97","               ",97,97,97,97,97,97,97,97,97,97,"No Pobre",24.9075710811822
316,1,31601,3160100,"Hogar","Personal",1,"Varón",57,"51-65","No","97","97","97","97","97","97","Jefe del hogar","Si","Secundario / Polimodal","No","97","            ","97","No","No trabajó ni buscó trabajo","cobra habere","No corresponde responder","          ","No corresponde responder","97","97","            ","Si",98,"$1741 a $2610",2175,2175,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","Regular","Regulares","No","vive cerca     ",5,8,6,7,3,5,6,5,7,3,"No Pobre",84.608811143505
316,2,31602,3160200,"Hogar","Persona no encuestada",1,"Varón",39,"31-50","No","97","97","97","97","97","97","Otro pariente","No","Primario / EGB","No","97","            ","97","Si","Trabajó","            ","No corresponde responder","          ","Obrero / Empleado","98","Privado","            ","Si",98,"$1741 a $2610",2175,2175,"No",97,"No","No","No","No","No","No","No","No","No","No","No","No","Sí","No","            ","98","98","No","               ",98,98,98,98,98,98,98,98,98,98,"No Pobre",84.608811143505
317,1,31701,3170102,"Hogar","Personal",1,"Varón",63,"51-65","Sí","Sí","No","No","No","No","No","Jefe del hogar","Si","Sin estudios","No","97","            ","97","No","Pensionado","            ","No","          ","No corresponde responder","97","97","            ","Si",600,"97",97,600,"Si",2,"97","97","97","97","97","97","97","97","97","97","97","97","97","97","            ","Bueno","Buenas","Sí","               ",8,6,7,8,2,6,7,8,7,5,"Pobre",39.1301169590643
